DAP,Env,LON,LAT,DOY,YYYYMMDD,daysFromStart,T2M,T2M_MAX,T2M_MIN,T2MDEW,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,PRECTOT,EVPTRNS,QV2M,RH2M,GWETROOT,GWETTOP,FROST_DAYS,WS2M,P_ETP,VPD,N,RTA,n,TH1,TH2,n.1,N.1,RTA.1,VPD.1,SPV,ETP,PETP,GDD,FRUE,T2M_RANGE,PTT,PTR,PAR_TEMP
59,DEH1.2020,-75.46570343,38.62902503,193,2020-07-11,59,27.35,31.05,24.18,23.11,36.27,22.43,18.84,10.64,1.4,0.04,3.12,8.98,17.69,78.88,0.66,0.65,0,2.92,-5.86,0.932637788,14.687,41.042,6.742,78.5316032,76.8696,7.9248982787514,14.5009054722623,41.0422062595973,0.932637788228682,0.215983656363765,10.3928751902326,-7.27287519023265,19.615,0.891590909090909,6.87,288.085505,0.748763701249044,0.389031079
60,DEH1.2020,-75.46570343,38.62902503,194,2020-07-12,60,26.58,31.24,21.26,20.13,34.75,28.16,30.2,12.98,1.66,0.04,0.36,9.43,14.75,70.4,0.65,0.62,0,1.9,-9.07,1.183468727,14.668,40.97,10.812,76.2877968,75.0268,9.9537390162081,14.4818534511078,40.9704325700264,1.18346872730676,0.201424824172533,12.9554427471656,-12.5954427471656,18.25,0.829545454545455,9.98,267.691,0.80372602739726,0.488337096
61,DEH1.2020,-75.46570343,38.62902503,195,2020-07-13,61,25.65,30.05,21.71,20.56,34.77,23.89,20.88,11.27,1.48,0.04,1.57,4.43,15.1,75.47,0.64,0.61,0,1.48,-2.86,1.005791432,14.649,40.896,7.479,75.44876445,74.2516,8.44829218857736,14.4620174419984,40.8955548621384,1.00579143224676,0.197623912286135,10.9687973178387,-9.39879731783866,17.88,0.812727272727273,8.34,261.92412,0.819295302013423,0.439376218
62,DEH1.2020,-75.46570343,38.62902503,196,2020-07-14,62,26.24,31.06,21.13,18.19,34.01,28.4,32.67,13.11,1.67,0.04,0.26,7.24,12.99,64.25,0.63,0.59,0,1.51,-6.98,1.418625064,14.63,40.818,11.71,75.057258,73.9884,10.0480254981405,14.4414101183675,40.8175762927289,1.41862506386459,0.19982513038809,13.0548775077986,-12.7948775077986,18.095,0.8225,9.93,264.72985,0.808510638297872,0.499618902
63,DEH1.2020,-75.46570343,38.62902503,197,2020-07-15,63,25.76,31.6,20.73,19.23,33.89,24.17,22.57,10.87,1.35,0.03,0.74,6.45,13.77,70.31,0.62,0.58,0,1.86,-5.71,1.318037955,14.609,40.737,8.094,75.04200744,73.8828,8.55577855407169,14.4200444650748,40.7365001931931,1.3180379546184,0.20054624364244,11.1146654939507,-10.3746654939507,18.165,0.825681818181818,10.87,265.372485,0.804238921001927,0.42197205
64,DEH1.2020,-75.46570343,38.62902503,198,2020-07-16,64,24.6,29.36,20.56,19.75,35.1,20.32,17.33,9.43,1.23,0.03,0.42,5.01,14.14,76.43,0.61,0.57,0,2.93,-4.59,0.9528045,14.588,40.652,6.219,73.9102722,72.91,7.19678338694172,14.39793375214,40.6523300915703,0.952804500002017,0.188433833486493,9.2812982924863,-8.8612982924863,16.96,0.770909090909091,8.8,247.41248,0.860141509433962,0.383333333
65,DEH1.2020,-75.46570343,38.62902503,199,2020-07-17,65,27.54,32.55,22,23.16,36.66,20.48,12.09,9.77,1.29,0.03,1.32,4.32,17.54,78.8,0.6,0.56,0,3,-3,0.937475537,14.566,40.565,4.341,78.8235048,77.0776,7.25752170552529,14.375091508542,40.5650697359688,0.937475536983575,0.212277067924019,9.47302465192383,-8.15302465192383,19.275,0.876136363636364,10.55,280.75965,0.755693904020752,0.354756718
66,DEH1.2020,-75.46570343,38.62902503,200,2020-07-18,66,29.19,34.73,24.16,22.11,36.76,26.61,26.27,12.41,1.59,0.04,0.99,5.36,16.66,70.2,0.6,0.55,0,1.1,-4.37,1.614241462,14.543,40.475,9.439,80.1917662,78.3496,9.43537654320678,14.3515314961798,40.4747231193753,1.61424146233954,0.236881341391609,12.4379527666585,-11.4479527666585,21.445,0.974772727272727,10.57,311.874635,0.678153415714619,0.425145598
67,DEH1.2020,-75.46570343,38.62902503,201,2020-07-19,67,28.7,34.12,22.68,23.48,36.55,25.44,22.65,11.78,1.51,0.04,1.38,3.44,18.04,75.83,0.59,0.54,0,1.86,-2.06,1.163129656,14.52,40.381,8.144,80.2488879,78.3528,9.02610216793004,14.3272676840819,40.3812945058465,1.16312965554351,0.224749763979698,11.8330974817264,-10.4530974817264,20.4,0.927272727272727,11.44,296.208,0.711764705882353,0.410452962
68,DEH1.2020,-75.46570343,38.62902503,202,2020-07-20,68,29.64,34.31,25.73,23.29,37.34,24.66,20.34,11.63,1.48,0.04,1.18,2.71,17.82,70.91,0.59,0.54,0,2.34,-1.53,1.500817603,14.496,40.285,7.319,80.97581676,79.2244,8.75504333614878,14.3023142229533,40.2847884580744,1.50081760253364,0.243787756920766,11.5562074687972,-10.3762074687972,22.02,1,8.58,319.20192,0.658310626702997,0.392375169
69,DEH1.2020,-75.46570343,38.62902503,203,2020-07-21,69,29.47,33.86,26.11,24.58,37.16,25.93,27.34,12.27,1.57,0.04,5.72,2.27,19.2,76.86,0.59,0.56,0,1.17,3.45,1.241220148,14.471,40.185,9.845,81.60385558,79.5188,9.21220653508445,14.2766854201375,40.1852098663104,1.2412201482645,0.243362594039294,12.149479931155,-6.42947993115496,21.985,0.999318181818182,7.75,318.144935,0.658221514669093,0.416355616
70,DEH1.2020,-75.46570343,38.62902503,204,2020-07-22,70,27.99,31.99,25.22,24.36,36.88,24.94,21.55,11.73,1.51,0.04,5.79,2.07,18.9,82.02,0.59,0.57,0,1.4,3.72,0.931772928,14.446,40.083,7.767,79.97086402,77.9596,8.86681973047883,14.2503957150703,40.0825639786251,0.931772928074036,0.227087578006438,11.6119096220838,-5.82190962208378,20.605,0.936590909090909,6.77,297.65983,0.70109196796894,0.419078242
71,DEH1.2020,-75.46570343,38.62902503,205,2020-07-23,71,27.84,32.05,24.52,23.63,36.6,24.06,20.78,11.43,1.49,0.04,2.87,2.6,18.07,79.42,0.6,0.56,0,1.81,0.27,1.004955518,14.42,39.977,7.495,79.38276272,77.5468,8.56036391666847,14.2234596552947,39.9768564324745,1.00495551772514,0.223447181336602,11.1850001841471,-8.31500018414712,20.285,0.922045454545454,7.53,292.5097,0.710870101059897,0.410560345
72,DEH1.2020,-75.46570343,38.62902503,206,2020-07-24,72,26.3,29.18,24.01,22.78,36.12,14.78,4.78,7.16,0.96,0.02,13.68,1.95,17.15,81.58,0.61,0.61,0,0.9,11.73,0.744326901,14.393,39.868,1.726,77.1780446,75.7008,5.26273680487318,14.1958918731009,39.8680932875357,0.744326900610666,0.205024155369304,6.81233305734324,6.86766694265676,18.595,0.845227272727273,5.17,267.637835,0.774025275611724,0.272243346
73,DEH1.2020,-75.46570343,38.62902503,207,2020-07-25,73,26.76,31.71,21.49,22.28,35.52,24.83,23.67,11.7,1.5,0.04,5.57,5.47,16.6,78.03,0.62,0.59,0,1.34,0.1,0.930707807,14.366,39.756,8.553,77.48932972,75.9808,8.84851794466657,14.1677070628505,39.7562810597696,0.930707806847546,0.205076714692229,11.4448385124131,-5.87483851241309,18.6,0.845454545454546,10.22,267.2076,0.77236559139785,0.437219731
74,DEH1.2020,-75.46570343,38.62902503,208,2020-07-26,74,28.6,34.02,23.4,21.42,35.86,26.41,26.79,12.12,1.51,0.04,1.86,6.22,15.86,67.89,0.61,0.57,0,2,-4.36,1.549713907,14.338,39.641,9.69,78.9801046,77.5112,9.41966287970371,14.1389199590371,39.6414267566563,1.54971390706364,0.228292881359033,12.3024586112073,-10.4424586112073,20.71,0.941363636363636,10.62,296.93998,0.692322549492999,0.423776224
75,DEH1.2020,-75.46570343,38.62902503,209,2020-07-27,75,29.35,34.57,24.04,21.13,36.46,26.68,29.04,12.45,1.58,0.04,0.01,5.68,15.65,64.34,0.6,0.55,0,2.44,-5.67,1.733763462,14.31,39.524,10.514,79.5678321,78.1568,9.52451852440666,14.1095453151305,39.5235379135485,1.73376346223373,0.235224866921262,12.4627055493635,-12.4527055493635,21.305,0.968409090909091,10.53,304.87455,0.671673316122976,0.424190801
76,DEH1.2020,-75.46570343,38.62902503,210,2020-07-28,76,29.89,35.17,24.84,22.94,36.76,26.72,29.76,12.64,1.61,0.04,1.59,4.8,17.47,69.25,0.59,0.54,0,2.39,-3.21,1.60740933,14.281,39.403,10.786,81.09998675,79.3484,9.54776180668932,14.0795978832473,39.4026226310748,1.60740932974621,0.243605468038738,12.5207393760971,-10.9307393760971,22.005,1,10.33,314.253405,0.64898886616678,0.422883908
77,DEH1.2020,-75.46570343,38.62902503,211,2020-07-29,77,28.65,34.03,24.44,20.47,35.91,26.47,29.99,12.35,1.57,0.04,1.45,4.43,15.16,65.8,0.58,0.54,0,1.9,-2.98,1.78865156,14.251,39.279,10.881,78.760283,77.2192,9.46771593824254,14.0490923946818,39.2786896135223,1.78865156024938,0.234400282083474,12.3606385555698,-10.9106385555698,21.235,0.965227272727273,9.59,302.619985,0.671109018130445,0.431064572
78,DEH1.2020,-75.46570343,38.62902503,212,2020-07-30,78,29.03,34.3,24.31,22.43,36,25.55,24.72,11.81,1.5,0.04,2.31,3.35,16.95,70.78,0.58,0.52,0,1.94,-1.04,1.510250418,14.221,39.152,8.979,80.03471966,78.3048,9.14802094090635,14.0180435413293,39.1517482081188,1.51025041798969,0.235224866921262,11.9348623233223,-9.62486232332229,21.305,0.968409090909091,9.99,302.978405,0.667495892982868,0.40682053
79,DEH1.2020,-75.46570343,38.62902503,213,2020-07-31,79,26.02,28.97,22.9,23.24,37.41,8.05,1.04,4.17,0.58,0.01,18.2,1.97,17.86,85.46,0.59,0.59,0,3.06,16.23,0.545116861,14.191,39.022,0.378,77.16974508,75.5864,2.8853365707137,13.986465958027,39.0218084451296,0.54511686080946,0.198185062302173,3.69717650506959,14.5028234949304,17.935,0.815227272727273,6.07,254.515585,0.791246166713131,0.160261337
80,DEH1.2020,-75.46570343,38.62902503,214,2020-08-01,80,26.39,31.6,21.95,21.95,36,22.47,18.94,10.67,1.39,0.04,1.38,4.13,16.37,78.39,0.6,0.57,0,2.11,-2.75,1.006199733,14.16,38.889,6.896,76.94637979,75.492,8.06283903542193,13.9543742058319,38.8888810786775,1.00619973278924,0.206923445420405,10.3666145792037,-8.98661457920374,18.775,0.853409090909091,9.65,265.854,0.754194407456724,0.404319818
81,DEH1.2020,-75.46570343,38.62902503,215,2020-08-02,81,28.16,31.48,24.85,23.95,36.22,22.46,17.3,10.57,1.36,0.03,2.09,2.56,18.5,79.05,0.6,0.56,0,3.89,-0.47,0.903202556,14.129,38.753,6.307,79.8433252,77.982,8.0686249120113,13.921782756252,38.7529776281888,0.903202556356423,0.222094731541422,10.4351114069077,-8.34511140690769,20.165,0.916590909090909,6.63,284.911285,0.700669476816266,0.375355114
82,DEH1.2020,-75.46570343,38.62902503,216,2020-08-03,82,27.01,31.73,23.44,22.83,36.37,18.16,10.95,8.71,1.16,0.03,3.61,2.75,17.23,79.21,0.59,0.55,0,3.04,0.86,1.003181815,14.097,38.614,3.998,78.03174479,76.4288,6.53178068292808,13.8887059764414,38.6141104203626,1.00318181496134,0.215654431467332,8.41311561668206,-4.80311561668206,19.585,0.890227272727273,8.29,276.089745,0.719785550165943,0.322473158
83,DEH1.2020,-75.46570343,38.62902503,217,2020-08-04,83,25.87,29.19,23.57,22.6,35.69,17.09,15.02,8.24,1.09,0.03,37.31,5.71,17.1,82.89,0.64,0.68,0,5.5,31.6,0.73661341,14.064,38.472,5.491,76.63063657,75.206,6.15468005661218,13.8551581153646,38.4722926315554,0.736613409539388,0.202774799339096,7.86802207837584,29.4419779216242,18.38,0.835454545454546,5.62,258.49632,0.765179542981502,0.318515655
84,DEH1.2020,-75.46570343,38.62902503,218,2020-08-05,84,27.2,31.88,22.7,21.2,35.24,24.21,23.72,11.34,1.46,0.04,1.51,8.11,15.64,72.41,0.65,0.62,0,1.18,-6.6,1.222982124,14.032,38.328,8.684,77.4759348,76.032,8.73027947394975,13.8211532909341,38.3275383304688,1.2229821241068,0.212439458604954,11.1991943784892,-9.68919437848924,19.29,0.876818181818182,9.18,270.67728,0.727423535510627,0.416911765
85,DEH1.2020,-75.46570343,38.62902503,219,2020-08-06,85,25.93,29.66,23.19,23.39,36.21,13.34,7.56,6.48,0.88,0.02,17.32,4.29,17.79,86.57,0.65,0.67,0,1.65,13.03,0.625035611,13.998,38.18,2.772,77.14691499,75.5504,4.81705901839792,13.7867054781179,38.1798625210244,0.625035611158769,0.203243868511914,6.14304978479875,11.1769502152013,18.425,0.8375,6.47,257.91315,0.759728629579376,0.249903587
86,DEH1.2020,-75.46570343,38.62902503,220,2020-08-07,86,25.13,28.66,22.2,22.56,35.84,19.27,13.86,9.21,1.23,0.03,19.28,6.1,16.9,86.38,0.68,0.71,0,1.39,13.18,0.566436493,13.965,38.029,5.09,75.79318106,74.4516,6.96825516804994,13.7518284980132,38.0292811853033,0.566436492538643,0.193082718012649,8.82539769724839,10.4546023027516,17.43,0.792272727272727,6.46,243.40995,0.801204819277108,0.36649423
87,DEH1.2020,-75.46570343,38.62902503,221,2020-08-08,87,25.02,29.33,21.62,21.95,35.33,20.96,19.9,9.96,1.3,0.03,2.29,8.35,16.26,84.01,0.68,0.68,0,1.13,-6.06,0.697099814,13.931,37.876,7.319,75.36187898,74.122,7.59055937435374,13.716536007876,37.8758113264293,0.697099814399439,0.193532846024243,9.60183148318195,-7.31183148318195,17.475,0.794318181818182,7.71,243.444225,0.797195994277539,0.398081535
88,DEH1.2020,-75.46570343,38.62902503,222,2020-08-09,88,25.63,30.74,21.15,21.54,33.92,24.87,28.07,11.53,1.46,0.03,0.02,9.83,15.85,79.56,0.67,0.65,0,1.44,-9.81,0.897533343,13.897,37.719,10.342,75.87053572,74.5844,9.0203419821776,13.6808414920974,37.7194710112668,0.897533342737194,0.198287233533443,11.422836114145,-11.402836114145,17.945,0.815681818181818,9.59,249.381665,0.774421844524937,0.449863441
89,DEH1.2020,-75.46570343,38.62902503,223,2020-08-10,89,26.38,31.17,21.96,22.73,34.26,24.6,26.99,11.36,1.43,0.03,0.78,8.59,17.09,81.78,0.66,0.63,0,1.83,-7.81,0.822963873,13.862,37.56,9.961,77.33108836,75.7628,8.93659627400562,13.6447582541095,37.5602794128062,0.822963872532252,0.204709037343859,11.3367198388783,-10.5567198388783,18.565,0.843863636363636,9.21,257.34803,0.746673848639914,0.430629265
90,DEH1.2020,-75.46570343,38.62902503,224,2020-08-11,90,27.01,31.22,23.21,23.59,35.36,22.91,23.81,10.73,1.36,0.03,1.34,7.24,18.07,82.95,0.65,0.62,0,2.51,-5.9,0.78594911,13.827,37.398,8.803,78.49699705,76.7024,8.33638157783265,13.6082994092071,37.3982568521041,0.785949110117466,0.211628548429719,10.5937671481862,-9.25376714818615,19.215,0.873409090909091,8.01,265.685805,0.719594067135051,0.397260274
91,DEH1.2020,-75.46570343,38.62902503,225,2020-08-12,91,26.59,29.47,24.21,24.58,36.5,17.99,15.56,8.6,1.12,0.03,5.83,2.18,19.14,89.19,0.65,0.63,0,1.55,3.65,0.4793501,13.791,37.233,5.763,78.56219479,76.6388,6.55730403747253,13.5714778782635,37.233424839649,0.47935010042757,0.207612926995023,8.30257861048508,-2.47257861048508,18.84,0.856363636363636,5.26,259.82244,0.732006369426752,0.323429861
92,DEH1.2020,-75.46570343,38.62902503,226,2020-08-13,92,25.88,29.66,23.61,23.93,36.48,11.53,3.1,5.79,0.82,0.02,15,3.6,18.4,89.53,0.66,0.68,0,1.59,11.4,0.566475043,13.756,37.066,1.15,77.39867036,75.6948,4.21009466514035,13.5343063823215,37.0658061160162,0.566475043074725,0.205444947421425,5.31548316251974,9.68451683748026,18.635,0.847045454545454,6.05,256.34306,0.738180842500671,0.223724884
93,DEH1.2020,-75.46570343,38.62902503,227,2020-08-14,93,25.24,29.1,21.93,22.62,35.99,15.17,8.59,7.32,0.99,0.03,4.93,6.8,17.04,86.18,0.67,0.67,0,2.65,-1.87,0.585249128,13.72,36.895,3.194,75.95497368,74.5832,5.54937146938872,13.4967974380355,36.8954246916817,0.585249127870725,0.193933701316742,6.95098160805537,-2.02098160805537,17.515,0.796136363636364,7.17,240.3058,0.783328575506709,0.290015848
94,DEH1.2020,-75.46570343,38.62902503,228,2020-08-15,94,23.41,27.03,21.14,20.32,35.18,9.39,0.53,4.78,0.68,0.02,4.89,4.93,14.78,83.67,0.67,0.66,0,3.25,-0.04,0.655021762,13.683,36.722,0.197,72.68856553,71.9252,3.44149592039043,13.4589633539419,36.7223058858594,0.655021762118109,0.180029967596634,4.26673736025548,0.623262639744521,16.085,0.731136363636364,5.89,220.091055,0.850668324525956,0.204186245
95,DEH1.2020,-75.46570343,38.62902503,229,2020-08-16,95,22.21,24.88,19.67,20.32,34.98,9.7,4.23,4.93,0.69,0.02,19.73,3.9,14.81,89.31,0.69,0.73,0,4.71,15.83,0.333058352,13.647,36.546,1.58,71.15616349,70.7252,3.5620921729807,13.4208162275313,36.5464763642317,0.333058352375678,0.163645044145477,4.35694834805466,15.3730516519453,14.275,0.648863636363636,5.21,194.810925,0.956007005253941,0.221972085
96,DEH1.2020,-75.46570343,38.62902503,230,2020-08-17,96,22.79,28.12,17.96,19.4,33.01,24.08,26.86,11.14,1.41,0.03,1.12,9.49,13.96,82.77,0.69,0.69,0,1.72,-8.37,0.67975945,13.61,36.368,10.052,71.59844017,70.974,8.86074949137221,13.3823679430969,36.3679641754402,0.679759449767718,0.170409500601306,10.8704960859557,-9.7504960859557,15.04,0.683636363636364,10.16,204.6944,0.904920212765957,0.488810882
97,DEH1.2020,-75.46570343,38.62902503,231,2020-08-18,97,24.06,28.75,19.54,18.71,32.72,24.53,29.45,11.31,1.44,0.03,1.54,9.69,13.42,74.13,0.68,0.68,0,1.7,-8.15,0.952362791,13.573,36.187,11.046,72.84533122,71.9956,9.04526675631205,13.3436301703317,36.1867987862076,0.952362791012934,0.180595959226638,11.1502839570417,-9.6102839570417,16.145,0.733863636363636,9.21,219.136085,0.840693713223909,0.470074813
98,DEH1.2020,-75.46570343,38.62902503,232,2020-08-19,98,23.58,27.39,19.98,20.16,34.47,13.42,8.22,6.5,0.88,0.02,17.06,6.83,14.67,81.96,0.69,0.72,0,1.53,10.23,0.629998822,13.535,36.003,3.09,72.81242632,72.0376,4.95924977469246,13.3046143636467,36.0030111149646,0.629998821941193,0.17629477564115,6.08297158836862,10.9770284116314,15.685,0.712954545454546,7.41,212.296475,0.862926362766975,0.275657337
99,DEH1.2020,-75.46570343,38.62902503,233,2020-08-20,99,22.44,27.04,18.88,19.16,32.47,22.04,21.78,10.13,1.29,0.03,0.59,8.21,13.71,83.05,0.69,0.69,0,2.18,-7.62,0.657910962,13.497,35.817,8.207,71.0503058,70.5376,8.16290876464564,13.2653317621821,35.816633563855,0.657910962193417,0.169691239131418,9.94444414546577,-9.35444414546577,14.96,0.68,8.16,201.91512,0.902205882352941,0.451426025
100,DEH1.2020,-75.46570343,38.62902503,234,2020-08-21,100,23.34,27.48,18.7,20.09,33.91,18.61,7.74,8.75,1.13,0.03,0.13,6.08,14.57,82.91,0.68,0.68,0,1.48,-5.95,0.560432921,13.46,35.628,2.924,72.50695206,71.7724,6.90844524508687,13.225793390483,35.627700048999,0.560432920618781,0.170859715497416,8.40385852995478,-8.27385852995478,15.09,0.685909090909091,8.78,203.1114,0.891981444665341,0.374892888
101,DEH1.2020,-75.46570343,38.62902503,235,2020-08-22,101,24.13,27.2,21.94,21.22,35.25,13.28,1.14,6.46,0.87,0.02,2.82,3.3,15.61,84.61,0.68,0.68,0,1.24,-0.48,0.600000903,13.421,35.436,0.432,73.95829907,72.9692,4.94155654782102,13.1860100598105,35.4362460288952,0.600000902870582,0.184648174870446,6.0518951146956,-3.2318951146956,16.57,0.753181818181818,5.26,222.38597,0.809957754978878,0.267716535
102,DEH1.2020,-75.46570343,38.62902503,236,2020-08-23,102,26.05,30.03,22.18,23.43,35.24,20.39,20.21,9.59,1.24,0.03,5.14,7.15,17.86,86.27,0.68,0.68,0,1.76,-2.01,0.578365031,13.383,35.242,7.675,77.31249165,75.6848,7.60582367045871,13.1459923700606,35.2423085308482,0.578365031428566,0.199928012762283,9.37336087118318,-4.23336087118318,18.105,0.822954545454546,7.85,242.299215,0.739188069594035,0.368138196
103,DEH1.2020,-75.46570343,38.62902503,237,2020-08-24,103,26.73,30.7,23.5,23.83,35.47,19.88,13.67,9.39,1.22,0.03,3.18,7.14,18.3,85.04,0.68,0.67,0,2.54,-3.96,0.702351411,13.344,35.046,5.205,78.29446008,76.5088,7.43431127647853,13.1057507122612,35.0459261753116,0.702351410735612,0.21039020828735,9.18723562093508,-6.00723562093508,19.1,0.868181818181818,7.2,254.8704,0.698638743455497,0.351290685
104,DEH1.2020,-75.46570343,38.62902503,238,2020-08-25,104,27.08,30.69,23.53,23.67,35.17,22.11,22.15,10.19,1.26,0.03,2.33,7.92,18.19,82.67,0.67,0.66,0,3.34,-5.59,0.731992918,13.306,34.847,8.458,78.57615564,76.8012,8.28973870175798,13.0652952716209,34.8471391980397,0.731992917822653,0.210497647592901,10.2183227551984,-7.8883227551984,19.11,0.868636363636364,7.16,254.27766,0.696284667713239,0.376292467
1,IAH4.2021,-93.6944446,41.9983322,118,2021-04-28,1,14.11,19.29,9.66,9.19,30.98,13.67,2.51,6.58,0.89,0.02,0.36,0.82,7.45,73.35,0.45,0.48,0,3.59,-0.46,0.555966335,13.875,36.81,0.946,57.48623815,58.6184,5.09965528123051,13.7321017593739,36.8099059051197,0.555966335229313,0.106658301847499,5.75210341518159,-5.39210341518159,6.475,0.294318181818182,9.63,89.840625,2.14285714285714,0.466335932
2,IAH4.2021,-93.6944446,41.9983322,119,2021-04-29,2,15.36,22.72,7.6,4.81,26.26,25.76,32.7,11.37,1.46,0.03,0.08,2.17,5.54,53.85,0.45,0.46,0,3.66,-2.09,1.042206762,13.917,36.997,12.301,59.2296964,58.2916,9.5907397034344,13.7742218254406,36.9965159304958,1.04220676234409,0.110870058164681,10.9146176370579,-10.8346176370579,7.36,0.325454545454545,15.12,102.42912,1.89089673913044,0.740234375
3,IAH4.2021,-93.6944446,41.9983322,120,2021-04-30,3,15.5,22.7,8.08,3.45,26.97,25.98,26.85,11.63,1.51,0.03,0,2.01,5,47.45,0.45,0.45,0,3.23,-2.01,1.136396515,13.958,37.18,10.08,59.3508525,57.942,9.65407583584192,13.8159572337134,37.1800030407127,1.13639651529966,0.112315540811722,11.0327946028621,-11.0327946028621,7.39,0.335909090909091,14.62,103.14962,1.88876860622463,0.750322581
4,IAH4.2021,-93.6944446,41.9983322,121,2021-05-01,4,21.13,30.2,11.61,9.49,28.2,27.93,37.93,12.6,1.63,0.04,0,3.32,7.67,53.5,0.44,0.44,0,6.03,-3.32,1.642765746,13.999,37.36,14.213,66.9563045,65.7464,10.3594956055319,13.8572935356653,37.360333281522,1.64276574588682,0.152097006130723,12.4261901336236,-12.4261901336236,12.905,0.586590909090909,18.59,180.657095,1.08477334366525,0.596308566
5,IAH4.2021,-93.6944446,41.9983322,122,2021-05-02,5,21.52,29.12,14.59,15.24,30.63,25.27,26.12,11.48,1.49,0.03,3.71,2.16,11.26,70.29,0.44,0.45,0,4.59,1.55,1.115282693,14.04,37.537,9.77,68.65487392,68.2064,9.3561947748195,13.8982160270143,37.5374740966128,1.11528269299252,0.16002863868756,11.3182289085872,-7.60822890858721,13.855,0.629772727272727,14.53,194.5242,1.01335258029592,0.533457249
6,IAH4.2021,-93.6944446,41.9983322,123,2021-05-03,6,16.86,19.58,10.57,12.25,31.07,10.98,6.18,5.43,0.76,0.02,3.28,0.6,9.45,75.48,0.45,0.5,0,4.3,2.68,0.351053202,14.08,37.711,2.307,61.76162872,62.47,4.05837641266344,13.9387097531078,37.7113942934343,0.351053201931649,0.110339873140118,4.64834444018748,-1.36834444018748,7.075,0.321590909090909,9.01,99.616,1.99010600706714,0.322064057
7,IAH4.2021,-93.6944446,41.9983322,124,2021-05-04,7,11.5,17.92,6.28,0.52,24.25,27.09,30.85,11.8,1.53,0.03,0,1.35,4.06,49.69,0.44,0.46,0,4.33,-1.35,0.869176872,14.12,37.882,11.499,54.1665365,52.8872,9.99640872759577,13.9787595153567,37.8820640082101,0.869176871942203,0.0930920538988312,11.1053038646608,-11.1053038646608,4.96,0.186363636363636,11.64,70.0352,2.84677419354839,
8,IAH4.2021,-93.6944446,41.9983322,125,2021-05-05,8,12.41,19.54,4.3,1.89,26.17,24.06,23.74,10.65,1.41,0.03,0.05,1.32,4.49,52.8,0.44,0.45,0,1.7,-1.27,0.851424024,14.16,38.049,8.835,55.2886552,54.2904,8.86429256359468,14.0183498787485,38.0494546702905,0.851424024132459,0.0921267401668059,9.84229128920155,-9.79229128920155,5.77,0.178181818181818,15.24,81.7032,2.45407279029463,0.858178888
9,IAH4.2021,-93.6944446,41.9983322,126,2021-05-06,9,11.54,17.65,4.88,1.11,26.73,24.31,19.95,10.69,1.4,0.03,0.04,1.24,4.24,53.49,0.44,0.44,0,4.4,-1.2,0.7800505,14.199,38.214,7.413,54.10934854,53.1396,8.94282465807402,14.0574651804717,38.2135389659831,0.780050500199023,0.0886857034138705,9.86636407803509,-9.82636407803509,4.825,0.148409090909091,12.77,68.510175,2.94279792746114,
