primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00031ab139620,,,RING-H2 finger protein ATL2I,chr3,113074612,113075465,10,GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0006511 | ubiquitin-dependent protein catabolic process | biological_process; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0008270 | zinc ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016567 | protein ubiquitination | biological_process; GO:0017119 | Golgi transport complex | cellular_component; GO:0061630 | ubiquitin protein ligase activity | molecular_function
Zm00024ab136490,,,Integral membrane HRF1 family protein,chr3,113075368,113078511,8,GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0005793 | endoplasmic reticulum-Golgi intermediate compartment | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0006888 | endoplasmic reticulum to Golgi vesicle-mediated transport | biological_process; GO:0015031 | protein transport | biological_process; GO:0030134 | COPII-coated ER to Golgi transport vesicle | cellular_component; GO:0031301 | integral component of organelle membrane | cellular_component; GO:0098588 | bounding membrane of organelle | cellular_component
Zm00038ab137260,LOC109709872,,probable serine/threonine protein kinase IRE,chr3,113080898,113085787,9,GO:0004497 | monooxygenase activity | molecular_function; GO:0004674 | protein serine/threonine kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0006468 | protein phosphorylation | biological_process; GO:0009826 | unidimensional cell growth | biological_process; GO:0010857 | calcium-dependent protein kinase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0018209 | peptidyl-serine modification | biological_process; GO:0035556 | intracellular signal transduction | biological_process
Zm00020ab135700,LOC542068,,Methyl-CpG-binding domain-containing protein 10,chr3,113081552,113087310,2,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component
Zm00020ab135710,,,RING-H2 finger protein ATL70,chr3,113087156,113088050,10,GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0006511 | ubiquitin-dependent protein catabolic process | biological_process; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016567 | protein ubiquitination | biological_process; GO:0016746 | acyltransferase activity | molecular_function; GO:0017119 | Golgi transport complex | cellular_component; GO:0061630 | ubiquitin protein ligase activity | molecular_function
Zm00039ab136200,,,Serine/threonine-protein phosphatase,chr3,113110069,113120491,6,GO:0005634 | nucleus | cellular_component; GO:0006470 | protein dephosphorylation | biological_process; GO:0009742 | brassinosteroid mediated signaling pathway | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:0106306 |  | ; GO:0106307 |  | 
Zm00023ab138160,,,Putative axial regulator YABBY 2,chr3,113119718,113125992,4,GO:0005634 | nucleus | cellular_component; GO:0010158 | abaxial cell fate specification | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046872 | metal ion binding | molecular_function
Zm00039ab136210,,,K( ) efflux antiporter 3,chr3,113121294,113127191,9,GO:0006813 | potassium ion transport | biological_process; GO:0009535 | chloroplast thylakoid membrane | cellular_component; GO:0009643 | photosynthetic acclimation | biological_process; GO:0009658 | chloroplast organization | biological_process; GO:0009941 | chloroplast envelope | cellular_component; GO:0015299 | solute:proton antiporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:1902600 | proton transmembrane transport | biological_process; GO:1905157 | positive regulation of photosynthesis | biological_process
Zm00039ab136220,,,Cyclic nucleotide-binding domain-containing protein,chr3,113123028,113129603,10,GO:0005216 | ion channel activity | molecular_function; GO:0005244 | voltage-gated ion channel activity | molecular_function; GO:0005516 | calmodulin binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0009860 | pollen tube growth | biological_process; GO:0015079 | potassium ion transmembrane transporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0030552 | cAMP binding | molecular_function; GO:0030553 | cGMP binding | molecular_function; GO:0071805 | potassium ion transmembrane transport | biological_process
Zm00037ab134990,,,Putative methyl-CpG-binding domain-containing protein 11-like,chr3,113127203,113132892,2,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component
Zm00037ab135000,,,RING-H2 finger protein ATL70,chr3,113132768,113133643,13,GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0009057 | macromolecule catabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0017119 | Golgi transport complex | cellular_component; GO:0043412 | macromolecule modification | biological_process; GO:0044238 | primary metabolic process | biological_process; GO:0044248 | cellular catabolic process | biological_process; GO:0044260 | cellular macromolecule metabolic process | biological_process; GO:0061630 | ubiquitin protein ligase activity | molecular_function; GO:1901565 | organonitrogen compound catabolic process | biological_process
Zm00041ab139800,,,Translation initiation factor IF-3,chr3,113132897,113139902,5,GO:0003743 | translation initiation factor activity | molecular_function; GO:0005737 | cytoplasm | cellular_component; GO:0006413 | translational initiation | biological_process; GO:0032790 | ribosome disassembly | biological_process; GO:0043022 | ribosome binding | molecular_function
Zm00019ab128560,,,probable serine/threonine protein kinase IRE,chr3,113138150,113143029,15,GO:0004017 | adenylate kinase activity | molecular_function; GO:0004127 | cytidylate kinase activity | molecular_function; GO:0004497 | monooxygenase activity | molecular_function; GO:0004674 | protein serine/threonine kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0006207 | 'de novo' pyrimidine nucleobase biosynthetic process | biological_process; GO:0006221 | pyrimidine nucleotide biosynthetic process | biological_process; GO:0006468 | protein phosphorylation | biological_process; GO:0009826 | unidimensional cell growth | biological_process; GO:0010857 | calcium-dependent protein kinase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0018209 | peptidyl-serine modification | biological_process; GO:0033862 | UMP kinase activity | molecular_function; GO:0035556 | intracellular signal transduction | biological_process; GO:0046940 | nucleoside monophosphate phosphorylation | biological_process
Zm00027ab136110,,,glycosyltransferase BC10,chr3,113145336,113148925,2,GO:0016020 | membrane | cellular_component; GO:0016757 | glycosyltransferase activity | molecular_function
Zm00042ab138750,,,Long chain base biosynthesis protein 2a,chr3,113146278,113147329,10,GO:0004758 | serine C-palmitoyltransferase activity | molecular_function; GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0006665 | sphingolipid metabolic process | biological_process; GO:0009058 | biosynthetic process | biological_process; GO:0030170 | pyridoxal phosphate binding | molecular_function; GO:0034311 | diol metabolic process | biological_process; GO:0043603 | cellular amide metabolic process | biological_process; GO:0098796 | membrane protein complex | cellular_component; GO:0140534 | endoplasmic reticulum protein-containing complex | cellular_component; GO:1905961 | protein-cysteine S-palmitoyltransferase complex | cellular_component
Zm00034ab143340,,,Transcription regulator,chr3,113151411,113151990,2,GO:0006417 | regulation of translation | biological_process; GO:0030015 | CCR4-NOT core complex | cellular_component
Zm00034ab143350,,,Serine/threonine-protein kinase RUNKEL,chr3,113152219,113153461,4,GO:0006417 | regulation of translation | biological_process; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0030015 | CCR4-NOT core complex | cellular_component
Zm00029ab139060,,,,chr3,113157258,113158139,3,GO:0004386 | helicase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0016787 | hydrolase activity | molecular_function
Zm00030ab134830,,,glycosyltransferase BC10,chr3,113158522,113161940,2,GO:0016020 | membrane | cellular_component; GO:0016757 | glycosyltransferase activity | molecular_function
Zm00020ab135720,,,Putative RING-H2 finger protein ATL12,chr3,113160167,113161292,9,GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0006511 | ubiquitin-dependent protein catabolic process | biological_process; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0016020 | membrane | cellular_component; GO:0016567 | protein ubiquitination | biological_process; GO:0017119 | Golgi transport complex | cellular_component; GO:0061630 | ubiquitin protein ligase activity | molecular_function
Zm00024ab136500,,,Spindle and kinetochore-associated protein 3,chr3,113163728,113166072,5,GO:0000940 | outer kinetochore | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0005819 | spindle | cellular_component; GO:0007049 | cell cycle | biological_process; GO:0007059 | chromosome segregation | biological_process
Zm00034ab143360,,,,chr3,113164882,113172492,2,"GO:0000462 | maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | biological_process; GO:0005634 | nucleus | cellular_component"
Zm00034ab143370,,,Integral membrane HRF1 family protein,chr3,113172952,113176064,8,GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0005793 | endoplasmic reticulum-Golgi intermediate compartment | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0006888 | endoplasmic reticulum to Golgi vesicle-mediated transport | biological_process; GO:0015031 | protein transport | biological_process; GO:0030134 | COPII-coated ER to Golgi transport vesicle | cellular_component; GO:0031301 | integral component of organelle membrane | cellular_component; GO:0098588 | bounding membrane of organelle | cellular_component
Zm00028ab137770,,,9-cis-epoxycarotenoid dioxygenase,chr3,113173595,113175992,5,"GO:0009570 | chloroplast stroma | cellular_component; GO:0009688 | abscisic acid biosynthetic process | biological_process; GO:0016121 | carotene catabolic process | biological_process; GO:0016702 | oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen | molecular_function; GO:0046872 | metal ion binding | molecular_function"
