primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00033ab334080,,,Histone H3 K4-specific methyltransferase SET7/9 family protein,chr7,126982272,126985439,10,GO:0005829 | cytosol | cellular_component; GO:0008168 | methyltransferase activity | molecular_function; GO:0009658 | chloroplast organization | biological_process; GO:0009707 | chloroplast outer membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0032259 | methylation | biological_process; GO:0035452 | extrinsic component of plastid membrane | cellular_component; GO:0043572 | plastid fission | biological_process
Zm00031ab327530,,,,chr7,126982446,126985092,2,GO:0016567 | protein ubiquitination | biological_process; GO:0031464 | Cul4A-RING E3 ubiquitin ligase complex | cellular_component
Zm00032ab328860,,,,chr7,126983002,126984471,1,GO:0016021 | integral component of membrane | cellular_component
Zm00019ab302630,,,Brevis radix,chr7,126983142,126987211,1,GO:0005634 | nucleus | cellular_component
Zm00036ab324550,,,1-aminocyclopropane-1-carboxylate oxidase (Fragment),chr7,126987209,126988969,6,GO:0009692 | ethylene metabolic process | biological_process; GO:0009835 | fruit ripening | biological_process; GO:0016491 | oxidoreductase activity | molecular_function; GO:0031418 | L-ascorbic acid binding | molecular_function; GO:0043450 | alkene biosynthetic process | biological_process; GO:0046872 | metal ion binding | molecular_function
Zm00032ab328870,,,,chr7,126993192,126994107,1,GO:0016021 | integral component of membrane | cellular_component
Zm00025ab327370,,,Carboxypeptidase,chr7,126997153,126999819,8,GO:0004185 | serine-type carboxypeptidase activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005773 | vacuole | cellular_component; GO:0006508 | proteolysis | biological_process; GO:0009610 | response to symbiotic fungus | biological_process; GO:0009820 | alkaloid metabolic process | biological_process; GO:0036377 | arbuscular mycorrhizal association | biological_process
Zm00024ab321220,,,Zinc finger protein 8,chr7,126999060,127000430,4,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009739 | response to gibberellin | biological_process; GO:0010090 | trichome morphogenesis | biological_process
Zm00025ab327380,,,Carboxypeptidase,chr7,127001815,127004397,4,GO:0004185 | serine-type carboxypeptidase activity | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005773 | vacuole | cellular_component; GO:0006508 | proteolysis | biological_process
Zm00020ab319850,,,Tuliposide A-converting enzyme 1,chr7,127006177,127008166,2,GO:0016787 | hydrolase activity | molecular_function; GO:0033987 | 2-hydroxyisoflavanone dehydratase activity | molecular_function
Zm00021ab320280,,,Histone H3 K4-specific methyltransferase SET7/9 family protein,chr7,127007997,127011519,13,"GO:0005829 | cytosol | cellular_component; GO:0008168 | methyltransferase activity | molecular_function; GO:0009658 | chloroplast organization | biological_process; GO:0009707 | chloroplast outer membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0016773 | phosphotransferase activity, alcohol group as acceptor | molecular_function; GO:0032259 | methylation | biological_process; GO:0035452 | extrinsic component of plastid membrane | cellular_component; GO:0043572 | plastid fission | biological_process; GO:0046854 | phosphatidylinositol phosphate biosynthetic process | biological_process; GO:0048578 | positive regulation of long-day photoperiodism, flowering | biological_process"
Zm00025ab327390,,,Carboxypeptidase,chr7,127015072,127018035,4,GO:0004185 | serine-type carboxypeptidase activity | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005773 | vacuole | cellular_component; GO:0006508 | proteolysis | biological_process
Zm00027ab320080,,,MADS box interactor-like,chr7,127019297,127022227,1,GO:0016021 | integral component of membrane | cellular_component
Zm00034ab336680,,,,chr7,127022490,127027626,1,GO:0016021 | integral component of membrane | cellular_component
Zm00027ab320090,,,Glucose-6-phosphate isomerase,chr7,127022893,127027872,6,GO:0004347 | glucose-6-phosphate isomerase activity | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0006094 | gluconeogenesis | biological_process; GO:0006096 | glycolytic process | biological_process; GO:0048029 | monosaccharide binding | molecular_function; GO:0051156 | glucose 6-phosphate metabolic process | biological_process
Zm00019ab302640,,,Plant viral-response family protein-like,chr7,127023608,127024862,1,GO:0016021 | integral component of membrane | cellular_component
Zm00032ab328880,,,,chr7,127024595,127025427,1,GO:0016021 | integral component of membrane | cellular_component
Zm00019ab302650,,,Plant viral-response family protein-like,chr7,127028408,127029655,1,GO:0016021 | integral component of membrane | cellular_component
Zm00020ab319870,,,Tuliposide A-converting enzyme 2,chr7,127029652,127031120,4,GO:0006952 | defense response | biological_process; GO:0009501 | amyloplast | cellular_component; GO:0016787 | hydrolase activity | molecular_function; GO:0033987 | 2-hydroxyisoflavanone dehydratase activity | molecular_function
Zm00018ab330240,,,Heat stress transcription factor B-2b,chr7,127029830,127033466,11,GO:0001067 | transcription regulatory region nucleic acid binding | molecular_function; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009408 | response to heat | biological_process; GO:0010200 | response to chitin | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function; GO:1903507 | negative regulation of nucleic acid-templated transcription | biological_process; GO:2000113 | negative regulation of cellular macromolecule biosynthetic process | biological_process
Zm00022ab320780,,,Mitochondrial phosphate carrier protein 3,chr7,127032434,127034358,5,GO:0003729 | mRNA binding | molecular_function; GO:0005315 | inorganic phosphate transmembrane transporter activity | molecular_function; GO:0009651 | response to salt stress | biological_process; GO:0031305 | integral component of mitochondrial inner membrane | cellular_component; GO:1990547 | mitochondrial phosphate ion transmembrane transport | biological_process
Zm00019ab302660,,,,chr7,127033147,127035107,5,"GO:0000398 | mRNA splicing, via spliceosome | biological_process; GO:0000974 | Prp19 complex | cellular_component; GO:0022618 | ribonucleoprotein complex assembly | biological_process; GO:0071007 | U2-type catalytic step 2 spliceosome | cellular_component; GO:0071014 | post-mRNA release spliceosomal complex | cellular_component"
Zm00020ab319880,,,,chr7,127036181,127037788,1,GO:0016787 | hydrolase activity | molecular_function
Zm00001eb314160,,,Keratin-associated protein 5-4,chr7,127039670,127045723,2,GO:0005882 | intermediate filament | cellular_component; GO:0007186 | G protein-coupled receptor signaling pathway | biological_process
Zm00032ab328890,,,Serine/threonine-protein kinase RIPK,chr7,127045462,127048288,7,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0006468 | protein phosphorylation | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function
Zm00042ab329430,,,LACT domain-containing protein,chr7,127047195,127053383,7,GO:0005737 | cytoplasm | cellular_component; GO:0006629 | lipid metabolic process | biological_process; GO:0008374 | O-acyltransferase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0044249 | cellular biosynthetic process | biological_process; GO:0046027 | phospholipid:diacylglycerol acyltransferase activity | molecular_function; GO:1901576 | organic substance biosynthetic process | biological_process
Zm00019ab302680,,,Zinc finger protein 8,chr7,127048301,127049563,4,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009739 | response to gibberellin | biological_process; GO:0010090 | trichome morphogenesis | biological_process
Zm00038ab322740,,,ARP protein (REF),chr7,127048605,127067361,3,GO:0006979 | response to oxidative stress | biological_process; GO:0008270 | zinc ion binding | molecular_function; GO:0016491 | oxidoreductase activity | molecular_function
Zm00028ab323650,,,Transcription factor AIG1,chr7,127052788,127054384,3,GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0046983 | protein dimerization activity | molecular_function
Zm00039ab321590,,,ABSCISIC ACID-INSENSITIVE 5-like protein 5,chr7,127053380,127069099,7,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0009738 | abscisic acid-activated signaling pathway | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0045893 | positive regulation of DNA-templated transcription | biological_process
Zm00028ab323660,,,Carbonic anhydrase,chr7,127053820,127058714,3,GO:0004089 | carbonate dehydratase activity | molecular_function; GO:0008270 | zinc ion binding | molecular_function; GO:0015976 | carbon utilization | biological_process
Zm00028ab323670,,,DNA-damage-repair/toleration protein DRT111,chr7,127059329,127062107,5,"GO:0003723 | RNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0009507 | chloroplast | cellular_component; GO:0043484 | regulation of RNA splicing | biological_process; GO:0045292 | mRNA cis splicing, via spliceosome | biological_process"
Zm00027ab320100,,,Cyclin N-terminal domain-containing protein,chr7,127067795,127070354,11,GO:0000079 | regulation of cyclin-dependent protein serine/threonine kinase activity | biological_process; GO:0000307 | cyclin-dependent protein kinase holoenzyme complex | cellular_component; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0007049 | cell cycle | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0016538 | cyclin-dependent protein serine/threonine kinase regulator activity | molecular_function; GO:0044772 | mitotic cell cycle phase transition | biological_process; GO:0051301 | cell division | biological_process
Zm00036ab324560,,,Protein disulfide-isomerase,chr7,127073907,127079125,10,"GO:0005506 | iron ion binding | molecular_function; GO:0005783 | endoplasmic reticulum | cellular_component; GO:0006950 | response to stress | biological_process; GO:0009055 | electron transfer activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016864 | intramolecular oxidoreductase activity, transposing S-S bonds | molecular_function; GO:0020037 | heme binding | molecular_function; GO:0022900 | electron transport chain | biological_process; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0140096 | catalytic activity, acting on a protein | molecular_function"
